Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Double Orifice","Double Orifice Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112803999/double-orifice,2.3,-1,Boulder,V4,1,10,34.01889,-116.16214
"Problem A","False Hueco Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108556009/problem-a,2.3,-1,Boulder,V4+,1,10,34.01912,-116.16529
Slashdance,"Slash Boulder > Western Belt > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106391573/slashdance,2.3,-1,Boulder,V3,1,18,33.95344,-116.08706
"Metate Face","Matatte' Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/107905763/metate-face,2.3,-1,Boulder,V2-3,1,18,33.9839,-116.15188
"Pork Chop","Pork Chop > Lonely Stones 1 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111254992/pork-chop,1.9,-1,Boulder,V0,1,10,34.09019,-116.25613
"The Clutch","Dino's Egg > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106044809/the-clutch,1.5,-1,Boulder,V0-,1,15,34.02051,-116.16504
"Little Big Horn","Little Big Horn Boulder > Little Bighorn Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115359/little-big-horn,1.7,-1,Boulder,V0-,1,10,34.01369,-116.15482
Crankcase,"Manx Boulders - Northwest Face > Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725500/crankcase,1.8,-1,Boulder,V3,1,11,34.01431,-116.15814
Ceres,"The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106046686/ceres,1.8,-1,Boulder,V-easy,1,15,34.01197,-116.15127
"PB is a little brown dog","Jumbo Rocks Corridor > Jumbo Rock Area > Pinto Basin > Joshua Tree National Park > California",https://www.mountainproject.com/route/116217465/pb-is-a-little-brown-dog,2.5,-1,Boulder,V0,1,12,33.99272,-116.0596
"Night Sprawler","Saturday Night Live Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/122499991/night-sprawler,2.5,-1,Boulder,V1,1,25,34.01167,-116.16855
"At Your Cervix","The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114302640/at-your-cervix,2.5,-1,Boulder,V-easy,1,20,34.01398,-116.16039
"Tilt-o-Meter Traverse","Tilt-o-Meter Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118115630/tilt-o-meter-traverse,2.5,-1,Boulder,V1,1,20,34.02044,-116.16555
"No Tears, Please","Hillraiser Boulder > (a) Nancy Karl Trail > Highway 62 Crags > Joshua Tree National Park > California",https://www.mountainproject.com/route/117831748/no-tears-please,2.5,-1,Boulder,V2,1,25,34.10639,-116.32209
"The Palmist","Grit Rock > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116100744/the-palmist,2.5,-1,Boulder,V3,1,10,34.01918,-116.16292
"Young Plates","Meadows Boulder > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112813643/young-plates,2.5,-1,Boulder,"V1 PG13",1,20,33.99418,-116.14301
"Laura Scudder","Laura Scudder Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109150874/laura-scudder,2.1,-1,Boulder,V2,1,12,34.01896,-116.16562
"Unnamed Problem","Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/112283982/unnamed-problem,2.0,-1,Boulder,V3,1,12,34.01468,-116.1658
"Dino Unknown","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113950014/dino-unknown,2.5,-1,Boulder,V2,1,20,34.0325,-116.20338
"Triangle Face Center","Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108542354/triangle-face-center,2.5,-1,Boulder,V6,1,16,34.01678,-116.16341
"Psycho Slab","Psycho Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/113949475/psycho-slab,2.5,-1,Boulder,V4,1,15,34.0325,-116.20338
"The Choc-o-Roach","Choc-o-Roach > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109989767/the-choc-o-roach,2.5,-1,Boulder,V-easy,1,13,34.06016,-116.2243
Cumalong,"E. J.  Deluxe Boulder > Lonesome Crowded West > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106934046/cumalong,2.5,-1,Boulder,V6,1,15,34.03239,-116.1717
"Sitting Bull","Little Big Horn Boulder > Little Bighorn Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115366/sitting-bull,2.1,-1,Boulder,V4-,1,10,34.01369,-116.15482
"Woody Problem","The Wood Block > Love Nest Area > Planet X Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106641436/woody-problem,2.5,-1,Boulder,V4,1,13,33.9966,-116.15785
"Descent Route","Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143792/descent-route,1.5,-1,Boulder,V-easy,1,15,34.00972,-116.16725
"Left Cilley Crack","Cilley Rock > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106158489/left-cilley-crack,2.5,-1,Boulder,V0,1,22,33.9977,-116.14836
Habanero,"The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106686368/habanero,2.5,-1,Boulder,V4,1,14,34.04538,-116.10349
"To Have and Have Not","Papa Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106356166/to-have-and-have-not,2.5,-1,Boulder,V2,1,15,34.02395,-116.17707
Renegade,"Maverick Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106090951/renegade,2.1,-1,Boulder,V0,1,20,33.98595,-116.15924
"Struggling Man","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106676790/struggling-man,2.5,-1,Boulder,V0+,1,15,34.01273,-116.1793
"Binding Arete","The Iceberg > The Arctic Circle > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106681794/binding-arete,2.5,-1,Boulder,V0,1,16,34.0403,-116.0942
"Finger Food","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106686375/finger-food,2.5,-1,Boulder,V3,1,14,34.04538,-116.10349
Puttyface,"Puttyface Boulder > Human Sacrifice Cove > The Volcano Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106360096/puttyface,2.7,-1,Boulder,V4,1,15,33.94659,-116.07285
Blackdot,"Tour Boulder One > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106346058/blackdot,2.5,-1,Boulder,V2,1,15,33.94189,-116.0785
"Pothole Mantel  2","Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109792586/pothole-mantel-2,1.5,-1,Boulder,V-easy,1,12,34.01626,-116.16212
Pillbox,"The Hatrack > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106159689/pillbox,1.5,-1,Boulder,V-easy,1,14,33.98928,-116.16353
"West Arete","Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106117043/west-arete,1.9,-1,Boulder,V0-,1,20,34.0097,-116.16717
"Corner Problem","Facet Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106157174/corner-problem,1.7,-1,Boulder,V0,1,12,33.98414,-116.1525
"Crystal Arete","Campfire Circle Boulder > HVCG South > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106292618/crystal-arete,2.1,-1,Boulder,V3+,1,12,34.017,-116.16083
"West Corner","The Gumdrop > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127658/west-corner,2.1,-1,Boulder,V0,1,15,34.0252,-116.1541
"Sacred Land","Sacred Land Boulder > Painted Savage Boulders > Sacred Land > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111888471/sacred-land,1.9,-1,Boulder,V0,1,9,33.98331,-116.15085
"Unnamed .7","Arete Boulders > Echo Cove Bouldering > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106128721/unnamed-7,1.6,-1,Boulder,V-easy,1,10,34.02492,-116.15901
Squirt,"Sidekick Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106340687/squirt,1.8,-1,Boulder,V0,1,12,34.00036,-116.14668
Blurb,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120176/blurb,1.8,-1,Boulder,V-easy,1,15,34.00254,-116.14998
"Holenoid Right Side","Pinhead Boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108877527/holenoid-right-side,1.9,-1,Boulder,V1-,1,15,34.01999,-116.16161
"Lazy Day Problem","The Dwarf > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/111289670/lazy-day-problem,2.1,-1,Boulder,V-easy,1,10,33.99776,-116.14626
"Mister E","Voices Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106042773/mister-e,1.7,-1,Boulder,V1,1,12,34.02038,-116.16562
"Powell Pinch","Powell Pinch Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/110053044/powell-pinch,2.1,-1,Boulder,V2,1,12,33.98694,-116.16385
Unnamed,"No Name Boulder > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106345838/unnamed,1.5,-1,Boulder,V0+,1,10,34.02853,-116.14534
"Blatant Disregard for Human Safety","Miledi Rock > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106743954/blatant-disregard-for-human-safety,2.1,-1,Boulder,"V1 R",1,25,34.02177,-116.16318
Mini-Slab,"Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105789408/mini-slab,1.5,-1,Boulder,V-easy,1,10,34.06262,-116.22637
"Augie Problem","Intersection Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106463950/augie-problem,1.9,-1,Boulder,V0,1,20,34.01538,-116.16346
Placebo,"Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106143787/placebo,2.0,-1,Boulder,V0,1,15,34.00972,-116.16725
"Pork Rinds","Mel's Diner Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116558587/pork-rinds,1.7,-1,Boulder,V-easy,1,,34.0283,-116.18199
"Border Patrol","Texas Boulder > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106136532/border-patrol,1.6,-1,Boulder,V1,1,11,34.0181,-116.1698
"Balance Problem","Piano Rock > Gunsmoke Area > Barker Dam Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106157709/balance-problem,2.1,-1,Boulder,V2,1,22,34.02807,-116.14776
Squirm,"Picture Perfect Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114977001/squirm,2.3,-1,Boulder,V5,1,11,33.9861,-116.15981
"Uncle Frank","Hillraiser Boulder > (a) Nancy Karl Trail > Highway 62 Crags > Joshua Tree National Park > California",https://www.mountainproject.com/route/117831742/uncle-frank,2.3,-1,Boulder,V1-,1,20,34.10639,-116.32209
"The Undertaker","Undertaker Boulder > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106341380/the-undertaker,2.1,-1,Boulder,V0+,1,15,34.02362,-116.17698
"Pick your poison","Interceptor Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/118111174/pick-your-poison,2.3,-1,Boulder,V2,1,15,34.01191,-116.15107
"J.B. Supreme","Supreme Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106465612/jb-supreme,2.1,-1,Boulder,V2,1,12,34.01436,-116.16846
"Unnamed V1 (one)","Boulder 1 > Lonely Stones 2 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/121626834/unnamed-v1-one,2.3,-1,Boulder,V1,1,13,34.08707,-116.25005
"Unnamed v4","Yabo Roof Area > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/114012215/unnamed-v4,2.3,-1,Boulder,V4,1,14,34.01468,-116.1658
"Base Layer","Base Layer Boulder > Towers of Uncertainty > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108493975/base-layer,2.3,-1,Boulder,V1,1,10,33.9663,-116.08623
"Unnamed V3","Bighorn Boulder > Bighorn Pass Boulders > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/120112836/unnamed-v3,2.3,-1,Boulder,V3-,1,12,34.02828,-116.12237
"Death Spiral","Lynn Hill Memorial Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106120037/death-spiral,2.5,-1,Boulder,"V3 PG13",1,25,34.00377,-116.14932
"Duncecap Finish","Simpleton Rock > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109148777/duncecap-finish,2.3,-1,Boulder,V3,1,15,34.0028,-116.14955
"Fire' or Retire'","Fire' or Retire' Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108087363/fire-or-retire,2.3,-1,Boulder,V5,1,16,34.01818,-116.16039
"Flight Attendant (sit)","Flight Attendant Rock > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106742700/flight-attendant-sit,2.3,-1,Boulder,V7,1,15,33.98306,-116.15544
"Browning Slab","Xenolithic Boulder > Loveland Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106379351/browning-slab,2.3,-1,Boulder,"V0+ R",1,20,34.01707,-116.04227
"How's Your Papa?","Family Boulder > Outback Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105910586/hows-your-papa,2.3,-1,Boulder,V4,1,10,34.02065,-116.16221
Herbaliser,"Collieherb Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106314646/herbaliser,2.3,-1,Boulder,V2,1,15,33.9884,-116.16268
"Flatface Left","Jimmy Cliff Boulder > Jimmy Cliff Area > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106667579/flatface-left,2.3,-1,Boulder,V2,1,12,34.01273,-116.1793
Sombrero,"The Hatrack > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725557/sombrero,1.4,-1,Boulder,V0-1,1,10,33.98928,-116.16353
"Pixie Slab Left","Pixie Boulder > Indian Cove Campground > Indian Cove Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106400401/pixie-slab-left,1.6,-1,Boulder,V0-,1,10,34.09441,-116.15612
Amigo,"Sidekick Boulder > Big Brother Boulders > Hall of Horrors Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106340735/amigo,1.5,-1,Boulder,V-easy,1,10,34.00036,-116.14668
"Hensel Face","JBMF Boulder > JBMF Boulders > Roadside Rocks Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725449/hensel-face,2.2,-1,Boulder,V2,1,15,34.0152,-116.16631
"Hemingway Block","Hemingway Boulder-1 > Hemingway Boulders > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/116703751/hemingway-block,2.3,-1,"TR, Boulder","5.9 V-easy",1,10,34.02399,-116.17718
"Mushroom Problem","Mushroom Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106159860/mushroom-problem,1.9,-1,Boulder,V0-,1,12,33.98594,-116.15891
"Ghetto Booty","Chocolate Boulder 2 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/109989507/ghetto-booty,2.2,-1,Boulder,V4,1,12,34.06265,-116.22639
"Unknown V4","Atlantis Boulder > Lost Horse Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/117007503/unknown-v4,2.3,-1,Boulder,V4,1,10,34.01805,-116.18041
"The Mantler","Group Campsite 6 > Sheep Pass Group CG Area > Sheep Pass Area > Central Joshua Tree > Joshua Tree National Park > California",https://www.mountainproject.com/route/109775049/the-mantler,2.3,-1,Boulder,"V-easy PG13",1,20,34.00027,-116.12177
"Unnamed V1","Boulder 3 > Lonely Stones 1 > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/119902039/unnamed-v1,2.2,-1,Boulder,V1,1,10,34.08963,-116.25333
Canasta,"Split Boulder > King Dome Area > Hall of Horrors Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106419021/canasta,1.6,-1,Boulder,V0-,1,10,34.00254,-116.14998
"Gibbs Arete","Master Boulder > Ryan Campground Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106159656/gibbs-arete,2.3,-1,Boulder,V0,1,14,33.983,-116.15545
Optigrip,"The Asteroid Boulder > Asteroid Boulder Area > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106934643/optigrip,2.2,-1,Boulder,V3,1,15,34.01197,-116.15127
"Leisure World","The Rabbit Warren > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106736641/leisure-world,2.3,-1,Boulder,V1,1,10,33.9863,-116.1602
"South Arete","Pumping Monzonite Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/105725530/south-arete,2.2,-1,Boulder,"V0- R",1,20,33.9877,-116.1613
"One-Eyed Jack","Black Lichen Boulder > Stonehenge Boulders > Stonehenge and Fry Boulders > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106655589/one-eyed-jack,1.7,-1,Boulder,V-easy,1,15,33.98603,-116.15961
"Flake Dyno","Beak Rock > Echo Rock Boulders > Echo Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106127723/flake-dyno,2.3,-1,Boulder,V3,1,15,34.02415,-116.1552
"Kranium Center","Kranium Bloc > Inner Circle > The Underground > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/108042279/kranium-center,2.3,-1,Boulder,V3,1,8,34.05958,-116.1025
"French Roast","French Roast Boulder > Cap Rock Bouldering > Central Joshua Tree Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106314686/french-roast,2.3,-1,Boulder,V2,1,12,33.98935,-116.16356
Bluecut,"Tour Boulder One > Tour Boulders > Lechlinksi Cracks Area > Virgin Islands Area > Geology Tour Road Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106346042/bluecut,2.3,-1,Boulder,V0,1,12,33.94189,-116.0785
"Ring of Fire","The Habanero > The Separate Boulders > The Wastelands > Queen Mountain Base > Queen Mountain Bouldering > Queen Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106688273/ring-of-fire,2.3,-1,Boulder,V2,1,14,34.04538,-116.10349
Snack,"Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106382737/snack,1.8,-1,Boulder,V-easy,1,10,34.01678,-116.16358
"Turnbuckle Descent","Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106296822/turnbuckle-descent,1.6,-1,Boulder,V-easy,1,12,34.00964,-116.16705
"Weenie Arete","Campfire Circle Boulder > HVCG South > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > Hidden Valley Area Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106292614/weenie-arete,1.8,-1,Boulder,V0+,1,12,34.017,-116.16083
"Hand Crack","Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115821/hand-crack,1.7,-1,Boulder,V-easy,1,15,34.04068,-116.19807
Flake,"Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California",https://www.mountainproject.com/route/106115824/flake,1.7,-1,Boulder,V-easy,1,15,34.04068,-116.19807
